,age,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,v_decile_score,start,end,event
3818,,0,,0,0,,6.0,2,0,139,0
3819,,0,,0,0,,115.0,5,0,247,0
3820,,0,,0,0,0.0,0.0,3,1,1084,0
3821,,0,,0,0,,1.0,3,0,442,1
3822,,0,,0,0,,1.0,6,0,628,1
3823,,0,,0,0,1.0,1.0,1,0,1078,0
3824,,0,,0,0,,1.0,4,0,20,1
3825,,0,,0,0,,1.0,3,0,1133,0
3826,,2,,2,1,19.0,1.0,7,179,393,1
3827,,0,7.0,0,0,,0.0,7,0,811,0
3828,,0,,0,0,0.0,0.0,2,1,1140,0
3829,,0,7.0,0,0,,146.0,4,0,468,1
3830,,0,,0,0,,0.0,1,0,4,1
3831,,0,,0,0,2.0,1.0,3,0,39,1
3832,,0,5.0,0,0,,12.0,4,0,198,1
3833,,0,,0,0,,1.0,2,0,981,0
3834,,1,6.0,0,0,,1.0,8,0,958,1
3835,,0,,0,0,,0.0,1,97,929,0
3836,,0,8.0,0,0,,1.0,4,0,86,1
3837,22.0,0,,0,0,,1.0,5,0,278,1
3838,,0,,1,0,8.0,0.0,8,239,1112,1
3839,,0,,0,0,4.0,1.0,4,0,244,1
3840,,0,,0,0,,1.0,3,0,737,0
3841,,0,,0,0,0.0,1.0,3,0,1150,0
3842,,0,,0,0,0.0,1.0,1,0,5,1
3843,,0,7.0,0,0,2.0,1.0,4,8,88,1
3844,,0,,0,0,,23.0,1,0,112,1
3845,,0,1.0,0,0,,0.0,1,4,879,0
3846,,0,,0,0,,1.0,4,1,649,1
3847,,0,1.0,0,0,,1.0,1,0,123,1
3848,,0,,0,0,0.0,1.0,2,0,131,1
3849,,0,1.0,0,0,0.0,1.0,1,0,880,0
3850,,0,5.0,0,0,0.0,2.0,6,0,702,1
3851,,0,4.0,0,0,,0.0,3,0,917,0
3852,,0,2.0,0,0,,32.0,4,0,388,0
3853,,0,2.0,0,0,,2.0,4,0,827,0
3854,,0,,0,0,0.0,1.0,1,0,1044,0
3855,,0,,0,0,,47.0,1,0,659,0
3856,,0,7.0,0,0,,8.0,8,0,423,1
3857,,5,8.0,0,0,,1.0,9,0,361,1
3858,,0,8.0,0,0,,1.0,4,0,2,1
3859,,0,,0,0,,1.0,2,0,79,1
3860,,0,6.0,0,0,,1.0,4,0,754,0
3861,,0,9.0,0,0,13.0,1.0,3,0,595,0
3862,,0,,0,0,,81.0,3,0,208,0
3863,,0,,0,0,1.0,119.0,1,0,1058,0
3864,,0,,0,0,,1.0,4,0,719,0
3865,,0,9.0,0,0,0.0,1.0,5,0,578,1
3866,,0,,0,0,22.0,61.0,4,1,121,1
3867,,0,4.0,0,0,1.0,1.0,2,3,139,1
3868,,0,,0,0,2.0,66.0,4,0,43,0
3869,,0,,0,0,,1.0,2,1,102,1
3870,,0,,0,0,2.0,1.0,3,3,956,0
3871,,0,,0,0,,239.0,2,0,403,1
3872,,0,,0,0,0.0,0.0,1,0,1184,0
3873,,0,,0,0,0.0,2.0,1,0,787,0
3874,,0,,0,0,2.0,1.0,3,0,145,1
3875,,0,,0,0,,1.0,2,30,183,1
3876,,0,,0,0,,1.0,3,9,757,1
3877,,0,,0,0,4.0,158.0,2,0,74,0
3878,,0,2.0,0,0,,49.0,1,0,117,0
3879,,0,3.0,0,0,,0.0,2,0,150,1
3880,,0,,0,0,3.0,1.0,4,1,250,1
3881,,0,,0,0,,0.0,3,0,195,1
3882,,0,,0,0,,1.0,3,8,289,1
3883,,0,1.0,0,0,2.0,1.0,1,0,1131,0
3884,,0,7.0,0,0,,1.0,6,2,140,0
3885,,0,,0,0,2.0,1.0,1,28,1110,0
3886,,0,,0,0,,1.0,3,1,741,0
3887,,0,1.0,0,0,,1.0,1,1,1105,0
3888,,0,,0,0,,22.0,1,0,1185,0
3889,,0,2.0,0,0,,2.0,1,0,1032,0
3890,,0,,0,1,,1080.0,8,0,1122,0
3891,,0,2.0,0,0,,0.0,1,1,938,0
3892,,0,1.0,0,0,,7.0,1,0,737,0
3893,,0,,0,0,,465.0,4,0,737,0
3894,,0,,0,0,,1.0,7,17,72,1
3895,,0,,0,0,1.0,15.0,8,0,29,0
3896,,0,,0,0,,1.0,1,0,846,0
3897,,0,3.0,0,0,,1.0,5,0,9,1
3898,,0,,0,0,,6.0,4,0,1123,0
3899,,0,8.0,0,1,,38.0,7,0,158,1
3900,,0,,0,0,,133.0,9,0,31,1
3901,,0,,0,0,,1.0,1,58,174,1
3902,,0,3.0,0,0,0.0,2.0,2,0,595,1
3903,,0,,0,0,,0.0,1,1,138,0
3904,,0,2.0,0,0,,1.0,1,12,224,0
3905,,0,1.0,0,0,,33.0,1,0,11,0
3906,,0,6.0,1,0,1.0,1.0,7,0,966,0
3907,,0,,0,0,,1.0,2,1,771,0
3908,,0,,0,0,,22.0,2,0,327,1
3909,,0,,0,1,,1.0,9,0,117,0
3910,,0,8.0,0,0,,2.0,4,34,108,0
3911,,0,,0,0,,1.0,1,6,417,1
3912,,0,,0,0,,1.0,3,3,458,1
3913,,0,2.0,0,0,,1.0,2,0,779,0
3914,,0,1.0,0,0,,0.0,1,1,21,0
3915,,0,,0,0,,1.0,6,119,516,1
3916,,0,,0,0,0.0,1.0,3,0,1104,0
3917,,0,1.0,0,0,0.0,2.0,1,0,795,0
3918,,1,,0,0,,321.0,9,0,87,1
3919,,0,,0,0,,1.0,5,0,1165,0
3920,,0,,0,0,,1.0,1,0,852,0
3921,,0,8.0,0,0,0.0,1.0,7,1,398,1
3922,,0,,0,0,,1.0,2,0,927,0
3923,,0,8.0,0,0,,1.0,9,4,4,1
3924,,0,,0,0,,5.0,4,0,850,0
3925,,0,,0,0,,1.0,5,1,340,1
3926,,0,10.0,0,2,11.0,1.0,7,0,377,1
3927,,0,2.0,0,0,0.0,1.0,1,0,830,0
3928,,0,1.0,0,0,,1.0,1,0,846,0
3929,,0,7.0,0,0,,104.0,4,0,735,0
3930,,0,,0,0,4.0,3.0,1,0,700,0
3931,,0,,0,0,6.0,60.0,2,0,702,0
3932,,0,,0,0,,1.0,1,0,908,0
3933,,0,7.0,0,1,1.0,4.0,5,236,1051,0
3934,,0,2.0,0,0,,24.0,3,0,875,0
3935,,0,,0,0,,259.0,4,0,640,1
3936,,0,,0,0,6.0,1.0,3,2,52,1
3937,,0,4.0,0,0,,16.0,3,0,80,1
3938,,0,,0,0,5.0,1.0,1,0,22,1
3939,,0,1.0,0,0,0.0,1.0,1,27,1135,0
3940,,0,,0,0,,166.0,2,0,477,0
3941,,0,9.0,0,0,2.0,5.0,5,27,755,1
3942,,0,3.0,0,0,,1.0,5,0,63,1
3943,,0,,0,0,,0.0,1,175,913,0
3944,,0,,0,0,,1.0,7,2,859,0
3945,,0,7.0,0,0,,1.0,6,14,28,0
3946,,0,1.0,0,0,1.0,1.0,1,1,53,0
3947,,0,,0,0,,1.0,6,1,536,0
3948,,0,,0,0,,1.0,10,1,72,1
3949,,0,,0,0,2.0,1.0,1,0,766,0
3950,,0,,0,0,,1.0,4,82,213,1
3951,,0,3.0,0,0,,1.0,1,13,1100,0
3952,,0,8.0,0,0,,1.0,8,1,61,1
3953,,0,3.0,0,0,,1127.0,1,0,844,0
3954,,2,,0,0,13.0,1.0,2,0,1155,0
3955,,0,,0,0,,1.0,2,4,770,0
3956,,0,,0,0,,0.0,6,0,45,0
3957,,0,,0,2,1.0,1.0,5,0,870,0
3958,,0,,0,0,0.0,1.0,4,1,196,1
3959,,0,8.0,0,0,,1.0,8,0,109,1
3960,,0,1.0,0,0,,1.0,2,83,499,1
3961,,0,,0,0,,24.0,2,0,919,0
3962,,0,2.0,0,0,0.0,3.0,2,0,837,0
3963,,0,,0,0,,1.0,1,2,326,0
3964,,0,,0,0,,1.0,1,3,210,0
3965,,0,,0,0,6.0,1.0,4,0,512,1
3966,,0,1.0,0,0,,0.0,1,0,635,0
3967,,0,3.0,0,0,,1.0,3,0,838,0
3968,,0,,0,0,0.0,0.0,2,0,838,0
3969,,0,2.0,0,0,,1.0,2,0,1052,0
3970,,0,,2,0,12.0,1.0,5,12,172,1
3971,,0,,0,0,,1.0,5,0,521,0
3972,,0,2.0,0,0,,1.0,2,0,851,0
3973,,0,,0,0,3.0,1453.0,3,0,1096,0
3974,,0,,0,0,1.0,1.0,3,0,296,1
3975,,0,5.0,0,0,3.0,1.0,2,9,970,0
3976,,0,,0,0,,5.0,4,0,31,1
3977,,0,3.0,0,0,,87.0,3,0,653,0
3978,,0,,0,0,,1.0,4,0,840,0
3979,,0,4.0,0,0,4.0,0.0,2,40,907,0
3980,,0,,0,0,6.0,192.0,1,0,1001,0
3981,,0,5.0,0,0,,1.0,6,50,236,1
3982,,0,10.0,0,1,,1.0,8,0,124,1
3983,,3,,0,1,15.0,1.0,4,4,16,1
3984,,0,,0,1,,1.0,8,0,4,1
3985,,0,9.0,0,0,,1.0,8,0,95,1
3986,,0,5.0,0,0,7.0,49.0,5,0,246,1
3987,,0,,0,0,,167.0,10,0,388,1
3988,,0,1.0,0,0,0.0,1.0,1,0,647,1
3989,,0,,0,0,0.0,1.0,2,0,954,0
3990,,0,,0,1,1.0,414.0,6,0,333,1
3991,,0,,0,0,,1.0,2,0,162,0
3992,,0,,0,0,,1.0,4,4,951,0
3993,,0,8.0,0,0,0.0,1.0,5,1,440,0
3994,,0,5.0,0,0,,1.0,4,0,306,1
3995,,0,3.0,0,0,0.0,1.0,6,0,933,0
3996,,0,3.0,0,0,,1.0,3,0,537,0
3997,,0,,0,0,,0.0,1,0,1185,0
3998,,0,1.0,0,0,,0.0,1,0,695,1
3999,,0,6.0,0,0,,1.0,4,0,472,1
4000,,0,5.0,0,0,,1.0,2,0,954,0
4001,,0,6.0,0,0,,1.0,4,0,35,1
4002,,0,,0,0,11.0,1.0,6,0,48,0
4003,,0,,0,0,7.0,98.0,2,0,805,0
4004,,0,,0,0,,389.0,9,0,1088,0
4005,,0,,0,0,,1.0,4,0,833,0
4006,,0,,0,0,,1.0,1,0,739,0
4007,,0,1.0,0,0,,1.0,1,1,492,0
4008,,0,1.0,0,0,,90.0,2,0,953,0
4009,,0,1.0,0,0,,1.0,1,0,838,0
4010,,0,,0,0,0.0,1.0,1,0,1143,0
4011,,0,4.0,0,0,9.0,60.0,3,0,914,0
4012,30.0,0,,0,0,,0.0,5,2,54,1
4013,,0,,0,0,,1.0,1,0,1171,0
4014,,0,,0,0,1.0,1056.0,9,0,769,0
4015,,0,10.0,0,0,,1.0,9,1,809,0
4016,,0,,0,0,5.0,1.0,1,3,29,1
4017,,0,6.0,0,0,6.0,552.0,5,0,938,0
4018,,0,,0,0,0.0,1.0,7,0,1137,0
4019,,0,,0,0,,1.0,6,0,469,1
4020,,0,,0,0,,0.0,2,1,1066,0
4021,,0,,0,2,,1.0,7,0,174,1
4022,,0,2.0,0,0,,1.0,2,53,1078,0
4023,,0,,0,0,,1.0,2,1,786,0
4024,,0,5.0,0,0,,1.0,2,1,1145,0
4025,,0,,0,0,1.0,0.0,4,0,1131,0
4026,,0,,0,0,4.0,0.0,1,1,1147,0
4027,,0,,0,0,,0.0,7,104,477,0
4028,,0,8.0,0,0,,1.0,4,0,97,1
4029,,0,4.0,0,0,6.0,0.0,2,41,214,0
4030,,0,,0,0,,1.0,3,1,870,0
4031,,0,,0,0,,20.0,7,0,852,0
4032,,0,,0,0,,11.0,1,0,767,0
4033,,0,,0,0,5.0,43.0,4,5,27,1
4034,,0,,0,0,,1.0,7,0,576,1
4035,,0,6.0,0,0,,289.0,3,0,316,1
4036,,0,,0,2,,1.0,10,0,12,1
4037,,0,,1,0,8.0,1.0,5,0,211,1
4038,45.0,0,,0,0,1.0,4.0,1,0,1015,0
4039,,0,7.0,0,0,,1.0,6,0,83,1
4040,,0,,0,0,,1.0,1,0,1124,0
4041,,0,,0,0,,1157.0,4,0,607,0
4042,,1,,0,0,4.0,1.0,9,2,496,0
4043,,0,4.0,0,0,,12.0,3,0,820,0
4044,,0,6.0,0,0,6.0,1.0,2,118,794,1
4045,,0,3.0,0,0,,0.0,4,0,275,1
4046,,0,5.0,0,0,,1.0,3,0,731,0
4047,,0,,0,0,,1.0,4,0,1121,0
4048,,0,9.0,0,0,3.0,0.0,7,7,698,1
4049,,0,,0,0,,2.0,1,24,1106,1
4050,,1,5.0,0,0,,0.0,4,27,1059,0
4051,,0,,0,0,,1.0,2,0,1135,0
4052,,0,,0,0,1.0,12.0,2,0,893,0
4053,,0,5.0,1,0,,1.0,5,0,26,0
4054,,1,8.0,1,1,2.0,1.0,7,1,644,1
4055,,0,4.0,0,0,,0.0,2,0,198,0
4056,,0,,0,0,8.0,146.0,7,0,149,1
4057,,0,2.0,0,0,,0.0,2,0,900,0
4058,,0,,0,0,1.0,8.0,1,0,36,0
4059,,0,1.0,0,0,4.0,0.0,1,1,9,1
4060,,0,3.0,0,0,,1.0,4,6,852,1
4061,,0,,0,0,,1.0,2,80,153,1
4062,,0,1.0,0,0,1.0,27.0,1,0,799,0
4063,,0,,0,0,,1.0,8,748,771,1
4064,,0,,0,0,1.0,1.0,6,0,1176,0
4065,,1,,0,0,,1.0,9,5,81,1
4066,,0,,0,0,0.0,0.0,1,1,1098,0
4067,,0,,0,0,,55.0,1,0,200,0
4068,,0,3.0,0,0,0.0,1.0,3,0,836,0
4069,,0,,0,0,,1.0,5,0,308,1
4070,,0,8.0,0,0,4.0,1.0,5,0,1100,0
4071,,0,,0,0,2.0,1.0,1,28,717,0
4072,,0,3.0,0,0,,0.0,4,3,379,1
4073,,0,,0,0,,1.0,1,0,892,0
4074,,0,,0,0,,0.0,4,11,1166,0
4075,,0,,0,0,,1.0,1,0,369,1
4076,,0,,0,0,2.0,1.0,7,0,299,1
4077,,0,,0,0,0.0,1.0,1,0,884,0
4078,,0,5.0,0,0,5.0,18.0,2,0,38,0
4079,,0,1.0,0,0,,1.0,1,0,956,0
4080,,0,,0,0,,1.0,6,4,904,0
4081,,0,,0,0,,6594.0,2,0,974,0
4082,,0,1.0,0,0,,1.0,1,0,761,0
4083,,0,2.0,0,0,,1.0,1,0,1099,0
4084,,0,,0,0,,1.0,1,2,934,0
4085,,0,,0,0,0.0,0.0,1,1,402,0
4086,,0,2.0,2,0,,22.0,2,0,903,0
4087,,0,1.0,0,0,,1.0,1,29,806,0
4088,,0,,0,0,3.0,1.0,3,0,97,0
4089,,0,,0,1,14.0,78.0,8,0,278,0
4090,,0,,0,0,,0.0,4,51,389,1
4091,,0,1.0,0,0,,1.0,1,0,891,0
4092,,0,3.0,0,0,,1.0,3,8,42,1
4093,,0,9.0,0,0,1.0,1.0,8,0,105,1
4094,,0,,0,0,5.0,1.0,2,0,909,0
4095,,0,,0,1,,1.0,4,22,243,1
4096,,0,1.0,0,0,1.0,0.0,1,1,821,0
4097,,0,,0,0,,1.0,6,33,36,1
4098,,0,,0,0,,1.0,7,1,778,0
4099,,0,3.0,0,0,3.0,1.0,1,0,1063,0
4100,,0,,0,0,0.0,1.0,1,7,197,1
4101,,0,,0,0,,1.0,3,0,793,0
4102,,0,,0,0,1.0,1.0,2,0,821,0
4103,,0,,0,0,16.0,1.0,8,28,119,1
4104,,0,2.0,0,0,,1.0,3,0,738,0
4105,,0,7.0,0,0,,1.0,2,1,1086,0
4106,,0,,0,0,5.0,1.0,3,0,952,0
4107,,0,,0,0,1.0,1.0,7,1,125,1
4108,,0,,0,0,,1.0,7,1,672,0
4109,,0,3.0,0,0,,1.0,2,62,557,1
4110,,0,,0,0,,1.0,6,199,292,1
4111,,0,,0,0,,1.0,1,18,1089,0
4112,,0,,0,0,,1.0,4,41,156,1
4113,,0,,0,0,,28.0,1,0,778,0
4114,,0,,0,0,,1.0,1,0,1133,0
4115,,0,,0,0,,1.0,2,0,79,1
4116,,0,7.0,0,0,6.0,0.0,4,24,1046,0
4117,,0,5.0,0,0,,1.0,7,0,934,0
4118,,0,,0,0,1.0,4272.0,5,1,820,0
4119,,0,4.0,0,0,1.0,1.0,3,0,500,1
4120,,0,3.0,0,0,0.0,1.0,4,0,789,0
4121,,0,,0,0,,7.0,1,0,914,0
4122,,0,,0,0,,0.0,8,0,77,0
4123,,0,3.0,0,0,2.0,12.0,5,0,807,0
4124,,0,,0,0,,1.0,4,1,35,1
4125,,0,6.0,0,1,,1.0,9,0,169,0
4126,,0,,0,0,,1.0,2,0,643,0
4127,,0,,0,0,,0.0,4,233,356,1
4128,,0,,0,0,,1.0,9,7,699,1
4129,,0,,0,0,,1.0,8,0,196,1
4130,,0,6.0,0,0,3.0,653.0,3,0,1133,0
4131,,0,,0,0,3.0,1.0,3,0,268,1
4132,,0,,0,0,2.0,1.0,1,0,11,1
4133,,0,,0,1,,1.0,5,34,1071,0
4134,,0,8.0,0,0,,1.0,6,25,57,1
4135,68.0,0,,0,0,,4.0,1,0,893,0
4136,,0,,0,0,,0.0,4,0,1074,0
4137,,0,,0,0,,1.0,1,0,24,1
4138,25.0,0,,0,0,,1.0,3,0,777,0
4139,,0,,0,0,5.0,1.0,10,305,774,1
4140,,0,5.0,0,0,14.0,11.0,2,0,538,0
4141,,0,5.0,0,0,,1.0,3,14,22,1
4142,,0,5.0,0,0,11.0,1.0,4,31,520,0
4143,,0,,0,0,,1.0,1,2,800,0
4144,,0,7.0,0,0,,183.0,6,0,851,0
4145,,0,,0,0,0.0,5.0,6,0,969,0
4146,,0,,0,0,2.0,0.0,6,86,251,1
4147,,0,,0,0,,1.0,2,1,933,0
4148,,0,,0,0,,0.0,1,1,1040,0
4149,,0,3.0,0,0,,1.0,1,31,135,0
4150,,0,1.0,0,0,,23.0,2,0,498,1
4151,,0,,0,0,,1.0,3,1,67,1
4152,,0,,0,0,,1.0,2,0,743,0
4153,,0,7.0,1,0,1.0,1.0,7,32,1182,0
4154,,0,,0,0,,1.0,2,0,89,1
4155,,0,9.0,0,1,,1.0,4,10,11,1
4156,,0,7.0,0,1,,0.0,3,0,336,1
4157,,0,,1,0,,1.0,10,1,34,1
4158,,0,,0,0,2.0,1219.0,3,0,848,0
4159,,0,,0,0,,1.0,8,0,173,0
4160,,0,,0,0,,1.0,3,45,219,1
4161,,0,10.0,0,0,,0.0,9,9,449,1
4162,,0,6.0,0,0,,1.0,5,29,145,1
4163,,0,1.0,0,0,,1.0,1,1,924,0
4164,,0,7.0,0,0,,1.0,6,0,61,1
4165,,2,,0,0,16.0,1.0,5,0,349,1
4166,,0,6.0,0,1,,1.0,7,0,82,0
4167,,0,,0,0,3.0,0.0,8,0,966,0
4168,,0,,0,0,,1.0,4,0,564,0
4169,,0,2.0,0,0,2.0,1.0,3,124,170,0
4170,,0,,0,0,0.0,2.0,1,0,203,1
4171,,0,,1,0,6.0,1.0,7,0,214,0
4172,,0,,0,0,,1.0,2,1,446,1
4173,,0,,0,0,,1.0,4,0,780,0
4174,,0,,0,0,6.0,2.0,2,66,73,1
4175,,0,1.0,0,0,,233.0,1,0,230,0
4176,,0,,0,0,,1.0,6,50,125,0
4177,,0,1.0,0,0,,22.0,1,0,283,1
4178,,0,6.0,0,0,1.0,1.0,6,1,431,1
4179,,0,,0,0,,1.0,3,49,1165,0
4180,,0,,0,0,,1697.0,1,0,948,0
4181,,0,1.0,0,0,,0.0,1,1,1113,0
4182,,0,,0,0,0.0,1.0,1,0,1100,0
4183,,0,,0,0,,20.0,2,0,1106,0
4184,,0,4.0,0,0,,1.0,2,0,303,1
4185,,0,1.0,0,0,,1.0,1,0,1143,0
4186,,0,,0,0,2.0,1.0,2,1,763,0
4187,,0,,0,0,,1423.0,1,0,967,0
4188,,0,6.0,0,0,15.0,119.0,7,0,948,0
4189,,0,,0,0,,1.0,2,0,154,1
4190,,0,,0,0,,1.0,10,1,960,0
4191,,0,4.0,0,0,9.0,1.0,2,64,861,1
4192,,0,,0,0,,1.0,2,0,998,0
4193,,0,9.0,1,0,9.0,1.0,5,2,35,0
4194,,0,9.0,1,0,2.0,1.0,8,2,899,0
4195,,0,,0,0,,22.0,1,0,1148,0
4196,,0,2.0,0,0,,1.0,2,0,800,0
4197,,0,8.0,0,0,,30.0,3,5,493,1
4198,,0,2.0,0,0,,2588.0,3,0,869,0
4199,,0,,0,0,,1.0,4,26,28,1
4200,,0,1.0,0,0,0.0,1.0,1,0,1075,0
4201,,0,,0,0,2.0,1.0,3,0,94,1
4202,,0,,0,0,3.0,3.0,1,0,574,0
4203,,0,,0,0,,1.0,5,12,228,0
4204,,0,3.0,0,0,,597.0,3,0,998,0
4205,,0,1.0,0,0,,0.0,1,1,1104,0
4206,,0,,0,0,,1.0,6,53,73,1
4207,,0,,0,0,4.0,1.0,3,1,184,0
4208,,0,5.0,0,0,,1.0,7,1,409,1
4209,,0,,0,0,,0.0,4,0,1083,0
4210,,0,1.0,0,0,0.0,1.0,1,0,326,1
4211,,0,,0,0,,1.0,6,2,565,0
4212,,0,,0,0,,1.0,3,6,39,0
4213,,0,5.0,0,0,,1.0,7,78,639,1
4214,,0,5.0,0,0,1.0,1.0,3,0,1177,0
4215,,0,,0,0,,0.0,4,0,65,1
4216,,0,,1,0,13.0,1.0,6,0,360,1
4217,,0,,0,0,,1.0,1,0,1090,0
4218,,0,,0,0,15.0,1.0,2,14,156,0
4219,,0,,0,2,,1.0,8,0,114,1
4220,,0,,0,0,,1.0,3,0,395,0
4221,,0,1.0,0,0,,0.0,1,0,865,0
4222,,0,,0,0,,1.0,5,35,785,0
4223,,0,1.0,0,0,1.0,1.0,1,0,875,0
4224,,0,4.0,0,0,,1.0,6,0,155,1
4225,,0,,0,0,0.0,0.0,6,0,16,1
4226,,0,,0,0,28.0,1.0,3,33,38,1
4227,,0,5.0,0,0,7.0,1.0,2,0,480,1
4228,,0,,0,0,,1385.0,1,0,1038,0
4229,,0,,0,0,,0.0,3,1,71,1
4230,,0,,0,0,4.0,0.0,1,5,337,1
4231,,3,8.0,0,0,,8.0,7,0,479,1
4232,,0,,0,0,,1.0,4,1,522,0
4233,,0,2.0,0,0,,1.0,1,0,696,1
4234,,0,,0,0,13.0,13.0,1,0,997,0
4235,,0,,0,0,,6.0,1,0,842,0
4236,,0,,0,0,,1.0,1,6,1101,0
4237,,0,1.0,0,0,,1.0,1,0,778,0
4238,,0,1.0,0,0,0.0,1.0,1,2,914,0
4239,,0,,0,0,,1.0,3,0,101,1
4240,,0,,0,0,,1.0,5,0,251,1
4241,,0,,0,0,,0.0,1,0,493,0
4242,,0,,0,0,1.0,1.0,2,34,1175,0
4243,,0,1.0,0,0,,1.0,2,0,1131,0
4244,,0,2.0,0,0,0.0,1.0,3,0,1097,0
4245,,0,,0,0,7.0,1.0,3,0,185,1
4246,,0,3.0,0,0,3.0,19.0,3,0,1172,0
4247,,0,,0,0,0.0,2.0,5,0,912,0
4248,,0,,0,0,,1.0,1,0,876,0
4249,,0,7.0,0,1,8.0,1.0,5,1,170,1
4250,,0,,0,0,1.0,1.0,1,0,565,1
4251,,0,,1,1,,0.0,9,0,197,0
4252,,0,2.0,0,0,,0.0,3,0,888,0
4253,,0,,0,0,,2.0,4,0,149,1
4254,,0,,0,0,,1.0,3,0,863,0
4255,,0,6.0,0,0,,1.0,5,98,529,1
4256,,0,,0,0,,0.0,1,0,847,0
4257,,0,,0,0,,279.0,2,0,64,0
4258,,0,,0,0,,1.0,7,2,841,0
4259,,0,,0,0,,1248.0,5,0,1181,0
4260,,0,,0,0,1.0,1.0,4,0,800,0
4261,,0,6.0,1,0,11.0,1.0,3,0,316,1
4262,,0,,1,0,,1.0,6,0,8,1
4263,,0,3.0,0,0,,1.0,2,1,272,0
4264,,0,,0,0,,2.0,1,0,78,0
4265,,0,,0,0,,1.0,1,0,801,0
4266,,0,2.0,0,0,0.0,1.0,3,0,761,0
4267,,1,6.0,2,0,6.0,0.0,8,1,681,1
4268,,0,3.0,0,0,0.0,1.0,5,0,48,1
4269,,0,,0,2,,1.0,9,5,104,0
4270,,0,,1,0,2.0,1.0,6,0,921,0
4271,,0,,0,0,5.0,1.0,5,186,916,0
4272,,1,,0,0,1.0,1.0,6,0,32,1
4273,,0,,0,0,,4.0,1,0,1052,0
4274,,0,,0,0,,0.0,3,3,13,1
4275,,0,,0,0,,1.0,1,0,736,0
4276,,1,,3,2,5.0,31.0,9,0,130,0
4277,,0,,0,0,,1.0,6,2,858,0
4278,,0,5.0,0,0,,1.0,4,58,143,0
4279,,0,,0,2,,1.0,5,0,10,0
4280,,0,,0,0,,1.0,1,0,720,1
4281,,0,5.0,0,0,12.0,1.0,4,1,4,1
4282,,0,4.0,0,0,1.0,1.0,3,1,829,0
4283,,0,,0,0,8.0,26.0,2,0,99,1
4284,,0,,1,2,2.0,394.0,7,0,561,0
4285,,0,,0,0,0.0,1.0,4,0,628,0
4286,,0,,0,0,,1782.0,4,0,960,0
4287,,0,1.0,0,0,,14.0,1,0,430,1
4288,,0,4.0,0,0,,1.0,1,0,851,0
4289,,0,,0,0,,1.0,7,26,263,1
4290,,0,,0,0,0.0,1.0,2,0,771,0
4291,,0,9.0,0,0,9.0,1.0,8,412,547,1
4292,,0,,0,0,,7.0,1,0,189,0
4293,,0,,0,1,,1.0,3,0,640,1
4294,,0,3.0,0,0,1.0,24.0,3,0,933,0
4295,,0,2.0,0,0,,1.0,4,19,108,1
4296,,0,,0,0,,1.0,2,0,7,1
4297,,0,,0,0,,79.0,2,0,361,1
4298,,0,2.0,0,0,,1.0,3,0,747,1
4299,,0,1.0,0,0,,1738.0,1,0,1122,0
4300,,0,1.0,0,0,,1.0,1,0,1110,0
4301,,0,7.0,0,0,0.0,1.0,4,0,594,0
4302,,0,3.0,0,1,1.0,1.0,3,0,170,0
4303,,1,9.0,0,0,3.0,1.0,6,0,503,1
4304,,0,5.0,0,0,,1.0,1,10,246,0
4305,,0,9.0,1,0,1.0,1.0,8,0,374,1
4306,,0,4.0,0,0,,1.0,6,0,846,0
4307,,0,,0,0,,1.0,4,0,351,1
4308,,0,,0,0,,1.0,1,0,767,0
4309,59.0,0,,0,0,,1.0,1,0,785,0
4310,,0,,0,0,,1.0,1,1,865,0
4311,,0,,0,0,0.0,1.0,7,2,1113,0
4312,,0,,0,0,,1.0,1,1,1136,0
4313,,0,1.0,0,0,0.0,1.0,1,1,125,1
4314,,1,9.0,0,0,,1.0,4,0,63,1
4315,,0,2.0,0,0,1.0,1.0,2,0,484,1
4316,,0,,0,0,,1.0,1,0,767,0
4317,,0,,0,0,,40.0,6,0,80,0
4318,,0,9.0,0,0,,31.0,9,0,36,0
4319,,0,,0,0,2.0,1.0,1,2,355,1
4320,,0,8.0,0,0,,6.0,8,0,178,0
4321,,0,5.0,0,0,0.0,1.0,3,2,1155,0
4322,,0,,0,0,,0.0,3,55,363,1
4323,,0,1.0,0,0,,1.0,1,0,103,0
4324,,0,2.0,0,0,,1.0,3,8,545,0
4325,,0,2.0,0,1,,1.0,3,0,861,0
4326,,0,1.0,0,0,0.0,1.0,1,2,1041,0
4327,,0,,0,0,,1.0,2,0,19,1
4328,,0,,0,0,0.0,1.0,3,0,396,1
4329,,0,4.0,0,0,,1.0,1,2,82,0
4330,,0,,0,0,0.0,1.0,3,1,1041,0
4331,,0,1.0,0,0,1.0,1364.0,1,0,364,0
4332,,0,5.0,0,0,,0.0,2,0,511,0
4333,,0,,0,0,0.0,1.0,4,1,313,1
4334,,0,4.0,0,0,,167.0,3,0,225,0
4335,,0,7.0,0,0,,6.0,6,0,609,1
4336,,0,,0,1,,1.0,5,0,822,0
4337,,0,1.0,0,1,,2.0,1,0,1132,0
4338,,0,,0,0,,0.0,5,0,248,1
4339,,0,,0,0,3.0,0.0,1,0,904,0
4340,,0,10.0,0,1,,1.0,8,128,227,1
4341,,0,,0,0,,1.0,2,0,777,0
4342,,0,,0,0,3.0,1.0,1,28,938,0
